00023	04	74
00023	05	65
00023	06	93
00023	07	86
00023	08	10
00023	09	36
00024	01	71
00024	02	47
00024	03	12
00024	04	32
00024	05	85
00024	06	85
00024	07	34
00024	08	64
00024	09	36
00025	01	3
00025	02	20
00025	03	64
00025	04	71
00025	05	81
00025	06	14
00025	07	33
00025	08	31
00025	09	73
00026	01	14
00026	02	3
00026	03	71
00026	04	86
00026	05	68
00026	06	10
00026	07	2
00026	08	83
00026	09	12
00027	01	53
00027	02	88
00027	03	14
00027	04	71
00027	05	53
00027	06	54
00027	07	8
00027	08	82
00027	09	11
00028	01	58
00028	02	29
00028	03	59
00028	04	21
00028	05	99
00028	06	90
00028	07	58
00028	08	83
00028	09	66
00029	01	43
00029	02	90
00029	03	31
00029	04	27
00029	05	4
00029	06	26
00029	07	14
00029	08	3
00029	09	1
00030	01	59
00030	02	50
00030	03	66
00030	04	48
00030	05	18
00030	06	20
00030	07	16
00030	08	79
00030	09	26
00031	01	11
00031	02	1
00031	03	50
00031	04	48
00031	05	47
00031	06	95
00031	07	56
00031	08	53
00031	09	57
00032	01	29
00032	02	15
00032	03	14
00032	04	68
00032	05	22
00032	06	9
00032	07	94
00032	08	57
00032	09	82
00033	01	39
00033	02	4
00033	03	96
00033	04	41
00033	05	68
00033	06	91
00033	07	30
00033	08	22
00033	09	39
00034	01	13
00034	02	68
00034	03	48
00034	04	42
00034	05	80
00034	06	6
00034	07	9
00034	08	91
00034	09	16
00035	01	73
00035	02	27
00035	03	69
00035	04	6
00035	05	42
00035	06	41
00035	07	92
00035	08	93
00035	09	3
00036	01	30
00036	02	62
00036	03	27
00036	04	1
00036	05	65
00036	06	58
00036	07	15
00036	08	66
00036	09	77
00037	01	32
00037	02	54
00037	03	34
00037	04	95
00037	05	79
00037	06	88
00037	07	8
00037	08	98
00037	09	27
00038	01	58
00038	02	5
00038	03	27
00038	04	74
00038	05	2
00038	06	87
00038	07	3
00038	08	44
00038	09	31
00039	01	1
00039	02	51
00039	03	56
00039	04	30
00039	05	65
00039	06	63
00039	07	15
00039	08	69
00039	09	93
00040	01	7
00040	02	42
00040	03	4
00040	04	2
00040	05	26
00040	06	0
00040	07	7
00040	08	5
00040	09	84
00041	01	16
00041	02	32
00041	03	56
00041	04	31
00041	05	25
00041	06	66
00041	07	13
00041	08	50
00041	09	99
00042	01	49
00042	02	15
00042	03	55
00042	04	14
00042	05	92
00042	06	42
00042	07	3
00042	08	59
00042	09	29
00043	01	5
00043	02	9
00043	03	60
00043	04	29
00043	05	11
00043	06	47
00043	07	93
00043	08	70
00043	09	30
00044	01	93
00044	02	61
00044	03	29
00044	04	89
00044	05	36
00044	06	18
00044	07	24
00044	08	52
00044	09	2
00045	01	80
00045	02	93
00045	03	74
00045	04	38
00045	05	65
00045	06	89
00045	07	76
00045	08	46
00045	09	11
00046	01	17
00046	02	69
00046	03	17
00046	04	77
00046	05	43
00046	06	15
00046	07	59
00046	08	40
00046	09	53
00047	01	71
00047	02	71
00047	03	36
00047	04	34
00047	05	2
00047	06	97
00047	07	86
00047	08	9
00047	09	28
00048	01	93
00048	02	85
00048	03	13
00048	04	89
00048	05	24
00048	06	78
00048	07	3
00048	08	19
00048	09	55
00049	01	26
00049	02	11
00049	03	19
00049	04	37
00049	05	38
00049	06	26
00049	07	61
00049	08	46
00049	09	42
00050	01	19
00050	02	63
00050	03	66
00050	04	3
00050	05	45
00050	06	7
00050	07	63
00050	08	56
00050	09	90
00051	01	28
00051	02	92
00051	03	56
00051	04	60
00051	05	27
00051	06	58
00051	07	9
00051	08	41
00051	09	14
00052	01	5
00052	02	92
00052	03	55
00052	04	14
00052	05	17
00052	06	61
00052	07	22
00052	08	95
00052	09	48
00053	01	8
00053	02	78
00053	03	88
00053	04	77
00053	05	90
00053	06	6
00053	07	82
00053	08	9
00053	09	18
00054	01	79
00054	02	17
00054	03	89
00054	04	39
00054	05	69
00054	06	14
00054	07	83
00054	08	26
00054	09	60
00055	01	25
00055	02	80
00055	03	14
00055	04	75
00055	05	36
00055	06	65
00055	07	48
00055	08	87
00055	09	85
00056	01	49
00056	02	10
00056	03	30
00056	04	36
00056	05	90
00056	06	40
00056	07	39
00056	08	96
00056	09	70
00057	01	77
00057	02	75
00057	03	95
00057	04	74
00057	05	20
00057	06	54
00057	07	50
00057	08	6
00057	09	71
00058	01	68
00058	02	32
00058	03	17
00058	04	9
00058	05	42
00058	06	48
00058	07	29
00058	08	76
00058	09	84
00059	01	13
00059	02	15
00059	03	46
00059	04	98
00059	05	57
00059	06	73
00059	07	69
00059	08	72
00059	09	26
00060	01	32
00060	02	31
00060	03	71
00060	04	61
00060	05	68
00060	06	31
00060	07	82
00060	08	66
00060	09	90
00061	01	82
00061	02	22
00061	03	30
00061	04	19
00061	05	82
00061	06	42
00061	07	80
00061	08	96
00061	09	45
00062	01	54
00062	02	82
00062	03	99
00062	04	23
00062	05	7
00062	06	39
00062	07	23
00062	08	41
00062	09	15
00063	01	22
00063	02	99
00063	03	62
00063	04	88
00063	05	74
00063	06	1
00063	07	92
00063	08	88
00063	09	33
00064	01	22
00064	02	52
00064	03	80
00064	04	40
00064	05	88
00064	06	4
00064	07	42
00064	08	97
00064	09	23
00065	01	46
00065	02	20
00065	03	92
00065	04	97
00065	05	57
00065	06	4
00065	07	72
00065	08	8
00065	09	83
00066	01	25
00066	02	61
00066	03	7
00066	04	94
00066	05	4
00066	06	59
00066	07	30
00066	08	5
00066	09	16
00067	01	15
00067	02	54
00067	03	8
00067	04	32
00067	05	42
00067	06	73
00067	07	97
00067	08	88
00067	09	36
00068	01	6
00068	02	81
00068	03	8
00068	04	94
00068	05	66
00068	06	33
00068	07	81
00068	08	91
00068	09	84
00069	01	18
00069	02	35
00069	03	65
00069	04	10
00069	05	41
00069	06	80
00069	07	48
00069	08	85
00069	09	69
00070	01	11
00070	02	50
00070	03	42
00070	04	14
00070	05	35
00070	06	85
00070	07	43
00070	08	98
00070	09	20
00071	01	81
00071	02	2
00071	03	36
00071	04	23
00071	05	2
00071	06	25
00071	07	90
00071	08	6
00071	09	22
00072	01	64
00072	02	57
00072	03	9
00072	04	33
00072	05	52
00072	06	71
00072	07	41
00072	08	75
00072	09	64
00073	01	99
00073	02	91
00073	03	43
00073	04	18
00073	05	56
00073	06	2
00073	07	25
00073	08	71
00073	09	45
00074	01	90
00074	02	32
00074	03	96
00074	04	23
00074	05	64
00074	06	22
00074	07	42
00074	08	74
00074	09	0
00075	01	14
00075	02	49
00075	03	54
00075	04	49
00075	05	41
00075	06	53
00075	07	80
00075	08	89
00075	09	31
00076	01	78
00076	02	60
00076	03	57
00076	04	64
00076	05	14
00076	06	62
00076	07	67
00076	08	14
00076	09	61
00077	01	98
00077	02	27
00077	03	21
00077	04	13
00077	05	74
00077	06	19
00077	07	13
00077	08	92
00077	09	19
00078	01	57
00078	02	53
00078	03	56
00078	04	39
00078	05	27
00078	06	45
00078	07	57
00078	08	81
00078	09	73
00079	01	35
00079	02	14
00079	03	72
00079	04	4
00079	05	8
00079	06	5
00079	07	54
00079	08	22
00079	09	77
00080	01	29
00080	02	10
00080	03	27
00080	04	33
00080	05	59
00080	06	33
00080	07	47
00080	08	73
00080	09	5
00081	01	34
00081	02	85
00081	03	7
00081	04	8
00081	05	41
00081	06	16
00081	07	86
00081	08	12
00081	09	52
00082	01	81
00082	02	2
00082	03	66
00082	04	25
00082	05	34
00082	06	80
00082	07	33
00082	08	64
00082	09	66
00083	01	48
00083	02	78
00083	03	89
00083	04	6
00083	05	2
00083	06	95
00083	07	92
00083	08	92
00083	09	61
00084	01	96
00084	02	85
00084	03	6
00084	04	47
00084	05	41
00084	06	51
00084	07	93
00084	08	10
00084	09	55
00085	01	45
00085	02	32
00085	03	40
00085	04	46
00085	05	7
00085	06	65
00085	07	65
00085	08	59
00085	09	59
00086	01	12
00086	02	15
00086	03	28
00086	04	55
00086	05	88
00086	06	11
00086	07	13
00086	08	4
00086	09	79
00087	01	71
00087	02	30
00087	03	70
00087	04	65
00087	05	57
00087	06	31
00087	07	39
00087	08	56
00087	09	77
00088	01	43
00088	02	70
00088	03	46
00088	04	83
00088	05	86
00088	06	48
00088	07	88
00088	08	16
00088	09	78
00089	01	81
00089	02	12
00089	03	87
00089	04	61
00089	05	5
00089	06	91
00089	07	29
00089	08	10
00089	09	83
00090	01	54
00090	02	14
00090	03	17
00090	04	40
00090	05	46
00090	06	99
00090	07	37
00090	08	29
00090	09	14
00091	01	1
00091	02	5
00091	03	47
00091	04	45
00091	05	88
00091	06	2
00091	07	79
00091	08	61
00091	09	53
00092	01	89
00092	02	6
00092	03	0
00092	04	18
00092	05	68
00092	06	55
00092	07	13
00092	08	67
00092	09	96
00093	01	39
00093	02	31
00093	03	2
00093	04	71
00093	05	27
00093	06	75
00093	07	8
00093	08	47
00093	09	36
00094	01	91
00094	02	19
00094	03	40
00094	04	42
00094	05	96
00094	06	25
00094	07	70
00094	08	28
00094	09	16
00095	01	64
00095	02	82
00095	03	94
00095	04	41
00095	05	0
00095	06	55
00095	07	54
00095	08	27
00095	09	77
00096	01	25
00096	02	59
00096	03	37
00096	04	77
00096	05	36
00096	06	65
00096	07	48
00096	08	86
00096	09	51
00097	01	75
00097	02	35
00097	03	21
00097	04	19
00097	05	93
00097	06	14
00097	07	47
00097	08	99
00097	09	83
00098	01	46
00098	02	26
00098	03	49
00098	04	2
00098	05	35
00098	06	16
00098	07	44
00098	08	24
00098	09	98
00099	01	97
00099	02	42
00099	03	68
00099	04	99
00099	05	87
00099	06	56
00099	07	94
00099	08	82
00099	09	89
00100	01	32
00100	02	85
00100	03	77
00100	04	68
00100	05	30
00100	06	90
00100	07	94
00100	08	22
00100	09	1
00101	01	71
00101	02	7
00101	03	19
00101	04	74
00101	05	17
00101	06	77
00101	07	23
00101	08	19
00101	09	54
00102	01	49
00102	02	29
00102	03	14
00102	04	31
00102	05	25
00102	06	42
00102	07	95
00102	08	53
00102	09	22
00103	01	58
00103	02	16
00103	03	65
00103	04	19
00103	05	4
00103	06	45
00103	07	6
00103	08	68
00103	09	21
00104	01	45
00104	02	78
00104	03	5
00104	04	70
00104	05	48
00104	06	69
00104	07	90
00104	08	59
00104	09	97
00105	01	33
00105	02	80
00105	03	52
00105	04	55
00105	05	44
00105	06	5
00105	07	80
00105	08	58
00105	09	80
00106	01	85
00106	02	57
00106	03	29
00106	04	17
00106	05	86
00106	06	15
00106	07	59
00106	08	34
00106	09	57
00107	01	81
00107	02	38
00107	03	6
00107	04	91
00107	05	73
00107	06	91
00107	07	10
00107	08	48
00107	09	49
00108	01	48
00108	02	83
00108	03	3
00108	04	78
00108	05	61
00108	06	85
00108	07	19
00108	08	66
00108	09	23
00109	01	87
00109	02	84
00109	03	59
00109	04	22
00109	05	68
00109	06	91
00109	07	46
00109	08	58
00109	09	59
00110	01	17
00110	02	9
00110	03	65
00110	04	11
00110	05	15
00110	06	80
00110	07	84
00110	08	1
00110	09	39
00111	01	72
00111	02	96
00111	03	38
00111	04	46
00111	05	35
00111	06	35
00111	07	38
00111	08	66
00111	09	17
00112	01	5
00112	02	63
00112	03	71
00112	04	40
00112	05	69
00112	06	44
00112	07	39
00112	08	34
00112	09	84
00113	01	1
00113	02	2
00113	03	87
00113	04	30
00113	05	80
00113	06	72
00113	07	98
00113	08	40
00113	09	38
00114	01	2
00114	02	46
00114	03	39
00114	04	0
00114	05	89
00114	06	66
00114	07	20
00114	08	18
00114	09	63
00115	01	57
00115	02	23
00115	03	13
00115	04	78
00115	05	84
00115	06	21
00115	07	78
00115	08	71
00115	09	18
00116	01	61
00116	02	74
00116	03	56
00116	04	15
00116	05	75
00116	06	17
00116	07	11
00116	08	58
00116	09	31
00117	01	43
00117	02	31
00117	03	20
00117	04	93
00117	05	17
00117	06	60
00117	07	57
00117	08	18
00117	09	11
00118	01	91
00118	02	78
00118	03	39
00118	04	98
00118	05	20
00118	06	34
00118	07	53
00118	08	81
00118	09	41
00119	01	99
00119	02	13
00119	03	5
00119	04	40
00119	05	52
00119	06	84
00119	07	42
00119	08	32
00119	09	88
00120	01	64
00120	02	26
00120	03	40
00120	04	50
00120	05	23
00120	06	77
00120	07	82
00120	08	72
00120	09	17
00121	01	47
00121	02	20
00121	03	23
00121	04	42
00121	05	61
00121	06	46
00121	07	13
00121	08	5
00121	09	74
00122	01	64
00122	02	86
00122	03	60
00122	04	94
00122	05	77
00122	06	25
00122	07	13
00122	08	54
00122	09	37
00123	01	23
00123	02	18
00123	03	43
00123	04	3
00123	05	86
00123	06	53
00123	07	66
00123	08	4
00123	09	87
00124	01	14
00124	02	77
00124	03	49
00124	04	38
00124	05	19
00124	06	31
00124	07	59
00124	08	28
00124	09	87
00125	01	86
00125	02	50
00125	03	83
00125	04	74
00125	05	82
00125	06	23
00125	07	62
00125	08	17
00125	09	27
00126	01	67
00126	02	91
00126	03	57
00126	04	52
00126	05	26
00126	06	58
00126	07	39
00126	08	38
00126	09	93
00127	01	5
00127	02	0
00127	03	75
00127	04	8
00127	05	50
00127	06	54
00127	07	80
00127	08	67
00127	09	6
00128	01	83
00128	02	63
00128	03	84
00128	04	38
00128	05	56
00128	06	3
00128	07	2
00128	08	24
00128	09	27
00129	01	78
00129	02	10
00129	03	65
00129	04	88
00129	05	33
00129	06	31
00129	07	34
00129	08	30
00129	09	86
00130	01	76
00130	02	93
00130	03	46
00130	04	46
00130	05	81
00130	06	56
00130	07	95
00130	08	23
00130	09	58
00131	01	78
00131	02	13
00131	03	9
00131	04	10
00131	05	7
00131	06	53
00131	07	22
00131	08	0
00131	09	59
00132	01	58
00132	02	52
00132	03	76
00132	04	47
00132	05	3
00132	06	66
00132	07	52
00132	08	43
00132	09	40
00133	01	91
00133	02	25
00133	03	99
00133	04	51
00133	05	14
00133	06	74
00133	07	69
00133	08	60
00133	09	52
00134	01	25
00134	02	77
00134	03	4
00134	04	61
00134	05	78
00134	06	39
00134	07	99
00134	08	85
00134	09	92
00135	01	86
00135	02	81
00135	03	47
00135	04	74
00135	05	42
00135	06	93
00135	07	0
00135	08	67
00135	09	9
00136	01	74
00136	02	26
00136	03	42
00136	04	36
00136	05	98
00136	06	65
00136	07	93
00136	08	21
00136	09	79
00137	01	63
00137	02	61
00137	03	21
00137	04	53
00137	05	24
00137	06	48
00137	07	70
00137	08	78
00137	09	80
00138	01	27
00138	02	30
00138	03	42
00138	04	40
00138	05	35
00138	06	27
00138	07	56
00138	08	32
00138	09	70
00139	01	52
00139	02	9
00139	03	0
00139	04	62
00139	05	30
00139	06	32
00139	07	66
00139	08	35
00139	09	37
00140	01	2
00140	02	29
00140	03	83
00140	04	38
00140	05	32
00140	06	9
00140	07	8
00140	08	9
00140	09	88
00141	01	41
00141	02	45
00141	03	0
00141	04	29
00141	05	2
00141	06	73
00141	07	82
00141	08	68
00141	09	89
00142	01	17
00142	02	34
00142	03	92
00142	04	80
00142	05	81
00142	06	80
00142	07	17
00142	08	79
00142	09	99
00143	01	26
00143	02	73
00143	03	91
00143	04	91
00143	05	9
00143	06	75
00143	07	64
00143	08	3
00143	09	99
00144	01	50
00144	02	39
00144	03	35
00144	04	89
00144	05	50
00144	06	31
00144	07	50
00144	08	75
00144	09	74
00145	01	50
00145	02	65
00145	03	11
00145	04	45
00145	05	8
00145	06	32
00145	07	55
00145	08	7
00145	09	95
00146	01	90
00146	02	14
00146	03	61
00146	04	94
00146	05	28
00146	06	85
00146	07	89
00146	08	3
00146	09	15
00147	01	12
00147	02	30
00147	03	61
00147	04	1
00147	05	56
00147	06	79
00147	07	3
00147	08	39
00147	09	30
00148	01	90
00148	02	79
00148	03	5
00148	04	22
00148	05	79
00148	06	19
00148	07	74
00148	08	21
00148	09	31
00149	01	46
00149	02	62
00149	03	65
00149	04	44
00149	05	29
00149	06	69
00149	07	18
00149	08	19
00149	09	80
00150	01	38
00150	02	18
00150	03	49
00150	04	39
00150	05	58
00150	06	43
00150	07	74
00150	08	17
00150	09	97
00151	01	45
00151	02	12
00151	03	84
00151	04	55
00151	05	59
00151	06	53
00151	07	29
00151	08	19
00151	09	66
00152	01	46
00152	02	39
00152	03	12
00152	04	93
00152	05	68
00152	06	43
00152	07	92
00152	08	89
00152	09	91
00153	01	62
00153	02	63
00153	03	97
00153	04	32
00153	05	34
00153	06	54
00153	07	98
00153	08	56
00153	09	63
00154	01	61
00154	02	28
00154	03	1
00154	04	99
00154	05	22
00154	06	10
00154	07	82
00154	08	70
00154	09	28
00155	01	8
00155	02	67
00155	03	60
00155	04	16
00155	05	95
00155	06	30
00155	07	13
00155	08	88
00155	09	30
00156	01	44
00156	02	18
00156	03	66
00156	04	83
00156	05	12
00156	06	90
00156	07	60
00156	08	38
00156	09	43
00157	01	27
00157	02	66
00157	03	73
00157	04	74
00157	05	8
00157	06	35
00157	07	37
00157	08	81
00157	09	57
00158	01	5
00158	02	98
00158	03	72
00158	04	41
00158	05	73
00158	06	2
00158	07	67
00158	08	76
00158	09	4
00159	01	61
00159	02	50
00159	03	61
00159	04	41
00159	05	44
00159	06	4
00159	07	83
00159	08	36
00159	09	59
00160	01	91
00160	02	45
00160	03	35
00160	04	33
00160	05	94
00160	06	32
00160	07	43
00160	08	67
00160	09	99
00161	01	28
00161	02	33
00161	03	38
00161	04	86
00161	05	39
00161	06	43
00161	07	62
00161	08	82
00161	09	5
00162	01	47
00162	02	79
00162	03	43
00162	04	95
00162	05	11
00162	06	96
00162	07	53
00162	08	87
00162	09	88
00163	01	99
00163	02	68
00163	03	4
00163	04	17
00163	05	68
00163	06	13
00163	07	27
00163	08	60
00163	09	78
00164	01	82
00164	02	24
00164	03	5
00164	04	0
00164	05	39
00164	06	89
00164	07	66
00164	08	85
00164	09	73
00165	01	18
00165	02	86
00165	03	42
00165	04	40
00165	05	2
00165	06	48
00165	07	65
00165	08	8
00165	09	6
00166	01	33
00166	02	55
00166	03	44
00166	04	50
00166	05	28
00166	06	36
00166	07	4
00166	08	50
00166	09	23
00167	01	71
00167	02	97
00167	03	64
00167	04	55
00167	05	2
00167	06	47
00167	07	12
00167	08	83
00167	09	67
00168	01	34
00168	02	21
00168	03	58
00168	04	92
00168	05	90
00168	06	65
00168	07	35
00168	08	29
00168	09	58
00169	01	8
00169	02	31
00169	03	20
00169	04	37
00169	05	39
00169	06	42
00169	07	59
00169	08	24
00169	09	60
00170	01	98
00170	02	58
00170	03	51
00170	04	7
00170	05	5
00170	06	80
00170	07	78
00170	08	84
00170	09	73
00171	01	12
00171	02	84
00171	03	88
00171	04	3
00171	05	9
00171	06	97
00171	07	21
00171	08	98
00171	09	91
00172	01	45
00172	02	93
00172	03	86
00172	04	29
00172	05	4
00172	06	51
00172	07	61
00172	08	39
00172	09	0
00173	01	42
00173	02	62
00173	03	76
00173	04	14
00173	05	80
00173	06	25
00173	07	10
00173	08	74
00173	09	43
00174	01	26
00174	02	75
00174	03	26
00174	04	19
00174	05	74
00174	06	44
00174	07	14
00174	08	55
00174	09	44
00175	01	54
00175	02	34
00175	03	6
00175	04	25
00175	05	68
00175	06	53
00175	07	26
00175	08	39
00175	09	4
00176	01	59
00176	02	31
00176	03	69
00176	04	97
00176	05	90
00176	06	18
00176	07	52
00176	08	62
00176	09	65
00177	01	50
00177	02	53
00177	03	98
00177	04	80
00177	05	58
00177	06	60
00177	07	92
00177	08	17
00177	09	13
00178	01	17
00178	02	11
00178	03	17
00178	04	69
00178	05	69
00178	06	58
00178	07	51
00178	08	14
00178	09	11
00179	01	97
00179	02	43
00179	03	11
00179	04	62
00179	05	99
00179	06	30
00179	07	8
00179	08	0
00179	09	77
00180	01	46
00180	02	36
00180	03	70
00180	04	25
00180	05	12
00180	06	62
00180	07	95
00180	08	12
00180	09	31
00181	01	86
00181	02	73
00181	03	94
00181	04	53
00181	05	66
00181	06	74
00181	07	52
00181	08	28
00181	09	19
00182	01	44
00182	02	56
00182	03	15
00182	04	63
00182	05	85
00182	06	97
00182	07	34
00182	08	52
00182	09	11
00183	01	30
00183	02	9
00183	03	78
00183	04	16
00183	05	28
00183	06	49
00183	07	28
00183	08	18
00183	09	44
00184	01	69
00184	02	20
00184	03	18
00184	04	55
00184	05	37
00184	06	42
00184	07	30
00184	08	58
00184	09	75
00185	01	46
00185	02	85
00185	03	95
00185	04	48
00185	05	69
00185	06	67
00185	07	65
00185	08	22
00185	09	7
00186	01	99
00186	02	24
00186	03	28
00186	04	23
00186	05	14
00186	06	64
00186	07	60
00186	08	42
00186	09	44
00187	01	96
00187	02	35
00187	03	24
00187	04	37
00187	05	36
00187	06	60
00187	07	92
00187	08	62
00187	09	40
00188	01	70
00188	02	96
00188	03	27
00188	04	52
00188	05	16
00188	06	57
00188	07	91
00188	08	60
00188	09	56
00189	01	74
00189	02	35
00189	03	97
00189	04	68
00189	05	56
00189	06	71
00189	07	15
00189	08	30
00189	09	61
00190	01	42
00190	02	46
00190	03	47
00190	04	82
00190	05	21
00190	06	60
00190	07	79
00190	08	35
00190	09	87
00191	01	61
00191	02	87
00191	03	91
00191	04	24
00191	05	22
00191	06	23
00191	07	96
00191	08	12
00191	09	16
00192	01	63
00192	02	4
00192	03	8
00192	04	28
00192	05	45
00192	06	27
00192	07	84
00192	08	28
00192	09	66
00193	01	69
00193	02	12
00193	03	29
00193	04	75
00193	05	96
00193	06	25
00193	07	4
00193	08	34
00193	09	3
00194	01	82
00194	02	32
00194	03	30
00194	04	43
00194	05	13
00194	06	63
00194	07	4
00194	08	63
00194	09	84
00195	01	93
00195	02	84
00195	03	3
00195	04	69
00195	05	89
00195	06	60
00195	07	45
00195	08	79
00195	09	2
00196	01	15
00196	02	79
00196	03	98
00196	04	69
00196	05	70
00196	06	85
00196	07	75
00196	08	74
00196	09	77
00197	01	4
00197	02	77
00197	03	94
00197	04	86
00197	05	77
00197	06	8
00197	07	93
00197	08	76
00197	09	56
00198	01	97
00198	02	77
00198	03	61
00198	04	49
00198	05	57
00198	06	49
00198	07	52
00198	08	28
00198	09	34
00199	01	96
00199	02	47
00199	03	49
00199	04	84
00199	05	34
00199	06	78
00199	07	71
00199	08	57
00199	09	6
00200	01	54
00200	02	34
00200	03	26
00200	04	14
00200	05	5
00200	06	36
00200	07	75
00200	08	84
00200	09	25
00201	01	1
00201	02	62
00201	03	58
00201	04	72
00201	05	91
00201	06	7
00201	07	52
00201	08	48
00201	09	97
00202	01	67
00202	02	91
00202	03	29
00202	04	56
00202	05	59
00202	06	17
00202	07	16
00202	08	45
00202	09	44
00203	01	37
00203	02	17
00203	03	2
00203	04	45
00203	05	25
00203	06	93
00203	07	43
00203	08	37
00203	09	14
00204	01	10
00204	02	89
00204	03	8
00204	04	25
00204	05	61
00204	06	49
00204	07	28
00204	08	51
00204	09	31
00205	01	32
00205	02	33
00205	03	0
00205	04	36
00205	05	95
00205	06	66
00205	07	77
00205	08	88
00205	09	71
00206	01	20
00206	02	84
00206	03	47
00206	04	11
00206	05	58
00206	06	25
00206	07	81
00206	08	69
00206	09	2
00207	01	67
00207	02	31
00207	03	72
00207	04	14
00207	05	13
00207	06	29
00207	07	98
00207	08	62
00207	09	19
00208	01	65
00208	02	7
00208	03	91
00208	04	8
00208	05	81
00208	06	86
00208	07	50
00208	08	1
00208	09	37
00209	01	28
00209	02	59
00209	03	18
00209	04	88
00209	05	60
00209	06	72
00209	07	97
00209	08	89
00209	09	20
00210	01	38
00210	02	81
00210	03	57
00210	04	75
00210	05	88
00210	06	27
00210	07	88
00210	08	68
00210	09	0
00211	01	43
00211	02	22
00211	03	12
00211	04	30
00211	05	44
00211	06	61
00211	07	37
00211	08	22
00211	09	70
00212	01	45
00212	02	73
00212	03	82
00212	04	43
00212	05	83
00212	06	78
00212	07	34
00212	08	75
00212	09	55
00213	01	31
00213	02	97
00213	03	63
00213	04	5
00213	05	17
00213	06	49
00213	07	94
00213	08	42
00213	09	13
00214	01	74
00214	02	55
00214	03	69
00214	04	5
00214	05	72
00214	06	77
00214	07	93
00214	08	38
00214	09	76
00215	01	16
00215	02	18
00215	03	72
00215	04	62
00215	05	24
00215	06	24
00215	07	98
00215	08	48
00215	09	17
00216	01	11
00216	02	10
00216	03	50
00216	04	50
00216	05	38
00216	06	98
00216	07	49
00216	08	27
00216	09	90
00217	01	12
00217	02	74
00217	03	98
00217	04	88
00217	05	30
00217	06	70
00217	07	73
00217	08	76
00217	09	42
00218	01	80
00218	02	46
00218	03	61
00218	04	93
00218	05	96
00218	06	37
00218	07	62
00218	08	57
00218	09	94
00219	01	39
00219	02	10
00219	03	69
00219	04	58
00219	05	40
00219	06	75
00219	07	57
00219	08	63
00219	09	34
00220	01	20
00220	02	74
00220	03	85
00220	04	49
00220	05	6
00220	06	43
00220	07	78
00220	08	60
00220	09	95
00221	01	99
00221	02	18
00221	03	46
00221	04	83
00221	05	3
00221	06	28
00221	07	78
00221	08	86
00221	09	1
00222	01	1
00222	02	21
00222	03	35
00222	04	98
00222	05	70
00222	06	65
00222	07	10
00222	08	29
00222	09	22
00223	01	44
00223	02	61
